title,year,length,budget,rating,votes,Action,Animation,Comedy,Drama,Documentary,Romance,Short,Genre
I Spy,2002,97,70000000,5.3,5521,1,0,1,0,0,0,0,Action
I Still Know What You Did Last Summer,1998,100,24000000,4,9524,0,0,0,0,0,0,0,0
I Take This Woman,1940,98,700000,5.1,52,0,0,0,1,0,0,0,Drama
I Walk the Line,1970,95,4000000,6,211,0,0,0,1,0,0,0,Drama
I Wanna Hold Your Hand,1978,104,2700000,6.7,530,0,0,1,0,0,0,0,Comedy
I Was a Teenage Werewolf,1957,76,82000,4.6,380,0,0,0,0,0,0,0,0
I'll Be Seeing You,1945,85,3250000,6.8,130,0,0,0,1,0,0,0,Drama
I'll Bury You Tomorrow,2002,119,980000,6.7,41,0,0,0,0,0,0,0,0
I'll Do Anything,1994,115,44000000,5.5,558,0,0,1,1,0,0,0,Comedy
I'll Remember April,1999,90,1800000,6.2,222,0,0,0,1,0,0,0,Drama
I'm No Angel,1933,87,225000,7.1,306,0,0,1,0,0,1,0,Comedy
I'm with Lucy,2002,90,15000000,6.2,646,0,0,1,0,0,1,0,Comedy
"I, Robot",2004,115,105000000,7,22330,1,0,0,0,0,0,0,Action
Ice Age,2002,81,60000000,7.3,22302,0,1,1,0,0,0,0,Animation
Ice Cream Man,1995,84,2000000,4.2,349,0,0,1,0,0,0,0,Comedy
"Ice Pirates, The",1984,91,9000000,4.9,1426,1,0,1,0,0,0,0,Action
"Ice Storm, The",1997,112,18000000,7.5,13115,0,0,0,1,0,0,0,Drama
"Ideal Husband, An",1999,97,14000000,7,4584,0,0,1,0,0,1,0,Comedy
Identity,2003,90,30000000,7.3,18747,0,0,0,1,0,0,0,Drama
Idle Hands,1999,92,20000000,5.4,5892,0,0,1,0,0,0,0,Comedy
Igby Goes Down,2002,99,9000000,7.1,7958,0,0,1,1,0,0,0,Comedy
Igry motylkov,2004,105,1200000,7.3,23,0,0,0,1,0,0,0,Drama
Imaginary Girls,2004,30,8000,7.6,7,0,0,0,1,0,0,1,Drama
Imaginary Heroes,2004,112,10000000,7,411,0,0,1,1,0,0,0,Comedy
Imitation of Life,1959,125,2000000,7.4,1483,0,0,0,1,0,1,0,Drama
"Immoral Mr. Teas, The",1959,63,24000,3.7,89,0,0,1,0,0,0,0,Comedy
"Impatient Years, The",1944,91,600000,6.8,8,0,0,1,1,0,1,0,Comedy
"Importance of Being Earnest, The",2002,97,15000000,6.8,3598,0,0,1,1,0,1,0,Comedy
Impostor,2002,102,40000000,5.8,3292,1,0,0,1,0,0,0,Action
In & Out,1997,92,35000000,6.2,10352,0,0,1,0,0,0,0,Comedy
In Cold Blood,1967,129,3500000,8,2406,0,0,0,1,0,0,0,Drama
"In Crowd, The",2000,104,15000000,4,1342,0,0,0,1,0,0,0,Drama
In Dreams,1999,98,30000000,5.3,3652,0,0,0,0,0,0,0,0
In Old Amarillo,1951,67,184686,5.9,6,0,0,0,0,0,0,0,0
In Old Chicago,1937,96,1800000,6.8,157,1,0,0,1,0,0,0,Action
In Person,1935,87,493000,6.1,47,0,0,1,0,0,0,0,Comedy
In Plain Sight,2004,86,50000,7.2,5,0,0,1,0,0,0,0,Comedy
In Their Absence,2003,8,3500,9.6,7,0,0,0,1,0,0,1,Drama
In This World,2002,88,1900000,7.8,815,0,0,0,1,0,0,0,Drama
In Too Deep,1999,95,7000000,5.8,978,0,0,0,1,0,0,0,Drama
In the Bedroom,2001,130,1700000,7.4,10177,0,0,0,1,0,0,0,Drama
In the Company of Men,1997,97,25000,7.3,3618,0,0,1,0,0,0,0,Comedy
In the Cut,2003,119,12000000,5.1,4525,0,0,0,0,0,0,0,0
In the French Style,1963,105,750000,5.2,10,0,0,0,1,0,1,0,Drama
In the Heat of the Night,1967,109,2000000,8,6752,0,0,0,1,0,0,0,Drama
In the Land of Milk and Money,2004,89,150000,5.6,7,0,0,1,0,0,0,0,Comedy
In the Line of Fire,1993,138,40000000,7.3,12923,0,0,0,1,0,0,0,Drama
In the Mouth of Madness,1994,95,14000000,6.5,4835,0,0,0,0,0,0,0,0
In the Shadows,2001,105,10000000,4.8,268,0,0,0,1,0,0,0,Drama
In the Woods,1999,90,252000,1.9,256,0,0,0,0,0,0,0,0
Inamorata,2004,112,5000,7.8,6,0,0,0,0,0,0,1,Short
Inchon,1981,140,46000000,3.3,131,0,0,0,1,0,0,0,Drama
Incident at Loch Ness,2004,94,1400000,6.4,251,0,0,1,0,0,0,0,Comedy
"Incredible Shrinking Man, The",1957,81,750000,7.6,1544,0,0,0,0,0,0,0,0
"Incredibles, The",2004,121,92000000,8.3,30749,1,1,1,0,0,0,0,Action
"Incredibly Strange Creatures Who Stopped Living and Became Mixed-Up Zombies!!?, The",1964,82,38000,2.2,695,0,0,0,0,0,0,0,0
"Incredibly True Adventure of Two Girls in Love, The",1995,94,250000,6.5,795,0,0,1,1,0,1,0,Comedy
Indecent Proposal,1993,117,38000000,5.3,7397,0,0,0,1,0,1,0,Drama
Independence Day,1996,153,75000000,6.1,61831,1,0,0,0,0,0,0,Action
"Indian in the Cupboard, The",1995,96,45000000,5.8,1430,0,0,0,0,0,0,0,0
Indiana Jones and the Last Crusade,1989,127,48000000,8.1,61583,1,0,0,0,0,0,0,Action
Indiana Jones and the Temple of Doom,1984,118,28000000,7.2,34880,1,0,0,0,0,0,0,Action
Inferno,1980,102,3000000,6.2,1245,0,0,0,0,0,0,0,0
"Informer, The",1935,91,243000,7.3,599,0,0,0,1,0,0,0,Drama
"Innocence Project, The",2004,26,1000,9.8,6,0,0,0,0,1,0,1,Documentary
Innocent,2001,16,25000,7,8,0,0,0,1,0,0,1,Drama
Innsmouth Legacy,2004,10,1000,6.4,8,0,0,0,1,0,0,1,Drama
Inseminoid,1981,93,2000000,2.8,248,1,0,0,1,0,0,0,Action
Inside,2002,8,5000,7.4,36,0,0,0,0,0,0,1,Short
Inside Daisy Clover,1965,128,4500000,6.1,340,0,0,1,1,0,1,0,Comedy
"Insider, The",1999,157,68000000,8,28780,0,0,0,1,0,0,0,Drama
Insight of Evil,2003,80,120000,5.1,11,0,0,0,0,0,0,0,0
Insomnia,2001,6,0,7.1,13,0,0,0,1,0,0,1,Drama
Insomnia,2002,118,46000000,7.3,22235,0,0,0,1,0,0,0,Drama
"Insomniac's Nightmare, An",2003,31,20000,7,57,0,0,0,1,0,0,1,Drama
Inspector Gadget,1999,78,75000000,4,5288,1,0,1,0,0,0,0,Action
Inspiration,1931,74,438000,6,65,0,0,0,1,0,0,0,Drama
Instinct,1999,126,55000000,6.1,6298,0,0,0,1,0,0,0,Drama
Insutooru,2004,94,2000000,6.1,7,0,0,0,1,0,0,0,Drama
"Intended, The",2002,110,3800000,6.8,40,0,0,0,1,0,0,0,Drama
Interiors,1978,93,10000000,7.1,1736,0,0,0,1,0,0,0,Drama
Intermezzo: A Love Story,1939,70,800000,6.7,305,0,0,0,1,0,1,0,Drama
Intermission,2003,102,5000000,6.4,1971,0,0,1,1,0,0,0,Comedy
Intermission,2004,14,30000,7.6,16,0,0,0,0,0,0,1,Short
"Interpreter, The",2005,128,80000000,6.6,4678,0,0,0,1,0,0,0,Drama
"Interruption, The",2004,25,70000,5.5,14,0,0,0,1,0,0,1,Drama
Interstate 60,2002,116,7000000,7.7,2495,0,0,1,1,0,0,0,Comedy
Interview with the Assassin,2002,88,750000,6.7,409,0,0,0,1,0,0,0,Drama
Interview with the Vampire: The Vampire Chronicles,1994,123,50000000,7.2,26698,0,0,0,1,0,0,0,Drama
Intimations,2004,20,39000,8,9,0,0,0,1,0,0,1,Drama
Into the Sun,2005,97,16000000,4,481,1,0,0,0,0,0,0,Action
Intolerable Cruelty,2003,100,60000000,6.6,11967,0,0,1,0,0,1,0,Comedy
Intolerance: Love's Struggle Through the Ages,1916,197,385907,7.8,1493,0,0,0,1,0,0,0,Drama
Intruder,1989,83,100000,5.4,264,0,0,0,0,0,0,0,0
"Intruder, The",1962,84,80000,8,163,0,0,0,1,0,0,0,Drama
Invaders from Mars,1986,99,12000000,4.6,675,0,0,0,0,0,0,0,0
Invasion U.S.A.,1985,107,10000000,3.9,692,1,0,0,0,0,0,0,Action
Invasion USA,1952,73,127000,2.8,130,0,0,0,1,0,0,0,Drama
Invasion of the Blood Farmers,1972,84,40000,3.1,93,0,0,0,0,0,0,0,0
Invasion of the Body Snatchers,1956,80,417000,7.8,5286,0,0,0,0,0,0,0,0
Invasion of the Space Preachers,1990,100,100000,4.7,26,0,0,0,0,0,0,0,0
"Invasions barbares, Les",2003,112,5000000,7.9,4900,0,0,1,1,0,0,0,Comedy
"Invincible Kung Fu Guy, The",1994,23,3000,8.3,6,0,0,0,0,0,0,1,Short
Invisible Agent,1942,81,322000,6,78,0,0,1,0,0,0,0,Comedy
Invisible Stripes,1939,81,500000,6.8,111,0,0,0,1,0,0,0,Drama
Invitation to the Dance,1956,93,1500000,6.4,86,0,1,0,0,0,0,0,Animation
Invitation to the Wedding,1985,90,8000000,4.3,7,0,0,1,0,0,0,0,Comedy
Irma la Douce,1963,135,5000000,7.2,1964,0,0,1,0,0,1,0,Comedy
"Iron Giant, The",1999,86,48000000,7.9,15151,0,1,0,0,0,0,0,Animation
"Irrefutable Truth About Demons, The",2000,90,500000,5.3,340,0,0,0,0,0,0,0,0
Is It True What They Say About Ann?,2004,40,5000,7.3,25,0,0,0,0,1,0,1,Documentary
Ish HaHashmal,2003,90,900000,4.5,6,0,0,0,1,0,0,0,Drama
Ishtar,1987,107,40000000,3.7,3479,0,0,1,0,0,0,0,Comedy
Island in the Sky,1953,109,967000,5.5,100,0,0,0,1,0,0,0,Drama
Island in the Sun,1957,119,2250000,5.8,102,0,0,0,1,0,1,0,Drama
"Island of Dr. Moreau, The",1977,99,6000000,5.4,620,0,0,0,0,0,1,0,Romance
"Island of Dr. Moreau, The",1996,99,40000000,4,5983,0,0,0,0,0,0,0,0
"Island, The",1980,114,22000000,4.7,434,0,0,0,0,0,0,0,0
"Island, The",2000,4,30000,9.8,5,0,0,0,0,0,0,1,Short
Isn't She Great,2000,95,36000000,4.8,688,0,0,1,1,0,1,0,Comedy
Issues 101,2002,90,75000,3.6,74,0,0,0,1,0,1,0,Drama
It Came from Hollywood,1982,80,5000000,5.5,240,0,0,1,0,1,0,0,Comedy
It Came from Outer Space,1953,81,800000,6.4,798,0,0,0,0,0,0,0,0
It Happened Here,1966,97,20000,6.5,160,0,0,0,1,0,0,0,Drama
It Happened One Night,1934,105,325000,8.3,7924,0,0,1,0,0,1,0,Comedy
It Happened on 5th Avenue,1947,116,1700000,7.6,69,0,0,1,0,0,0,0,Comedy
It Started with Eve,1941,90,1166000,7.4,136,0,0,1,0,0,0,0,Comedy
It's Always Fair Weather,1955,102,2062256,7,324,0,0,1,1,0,0,0,Comedy
It's Hard,2000,13,15000,4.8,5,0,0,0,0,0,0,1,Short
It's Impossible to Learn to Plow by Reading Books,1988,85,3000,5.2,58,0,0,0,1,0,0,0,Drama
It's a Mad Mad Mad Mad World,1963,192,9400000,7.2,5891,1,0,1,0,0,0,0,Action
It's a Wonderful Life,1946,118,3180000,8.6,41199,0,0,0,1,0,1,0,Drama
"Italian Job, The",2003,111,60000000,6.9,18496,1,0,0,0,0,0,0,Action
"J-K Conspiracy, The",2004,89,44000,9.2,20,0,0,1,0,0,0,0,Comedy
JFK,1991,206,40000000,7.8,26456,0,0,0,1,0,0,0,Drama
Jabberwocky,1977,105,500000,6,2109,0,0,1,0,0,0,0,Comedy
Jack,1996,113,45000000,5.2,5256,0,0,1,1,0,0,0,Comedy
Jack Be Nimble,1993,92,750000,5.8,123,0,0,0,0,0,0,0,0
Jack Frost,1998,101,50000000,4.5,2130,0,0,1,1,0,0,0,Comedy
Jack and the Beanstalk,1952,78,683000,5.2,268,0,0,1,0,0,0,0,Comedy
Jack of Diamonds,2001,84,1500000,1.7,6,1,0,0,0,0,0,0,Action
"Jackal, The",1997,124,60000000,5.7,12753,0,0,0,0,0,0,0,0
Jackass: The Movie,2002,87,5000000,6.1,8893,0,0,1,0,1,0,0,Comedy
"Jacket, The",2005,102,19000000,6.4,1564,0,0,0,0,0,0,0,0
Jackie Brown,1997,154,12000000,7.5,28891,0,0,0,1,0,0,0,Drama
Jackpot,2001,97,400000,5.2,213,0,0,1,1,0,0,0,Comedy
Jacob's Ladder,1990,115,25000000,7.3,8901,0,0,0,1,0,0,0,Drama
Jade,1995,107,50000000,4.8,2380,1,0,0,1,0,0,0,Action
"Jade Mask, The",1945,66,75000,5.7,64,0,0,0,0,0,0,0,0
Jake's Booty Call,2003,77,50000,7,10,0,0,1,0,0,0,0,Comedy
Jakob the Liar,1999,120,15000000,5.9,2544,0,0,1,1,0,0,0,Comedy
"James Dean Story, The",1957,81,35000,5.7,109,0,0,0,0,1,0,0,Documentary
James and the Giant Peach,1996,79,38000000,6.6,3144,0,1,0,0,0,0,0,Animation
Jane Austen's Mafia!,1998,83,10000000,4.8,2999,0,0,1,1,0,0,0,Comedy
Japanese Story,2003,105,5740000,7,1330,0,0,0,1,0,0,0,Drama
Jason Goes to Hell: The Final Friday,1993,91,2500000,3.9,2651,1,0,0,0,0,0,0,Action
Jason X,2001,85,14000000,4.6,5975,0,0,0,0,0,0,0,0
Jason and the Argonauts,1963,104,1000000,7.2,2408,1,0,0,0,0,0,0,Action
Jason's Lyric,1994,119,7000000,6,445,0,0,0,1,0,0,0,Drama
Jaws,1975,130,12000000,8.2,46978,0,0,0,0,0,0,0,0
Jaws 3-D,1983,99,20500000,3.2,5028,1,0,0,0,0,0,0,Action
Jaws: The Revenge,1987,91,23000000,2.6,5365,0,0,0,0,0,0,0,0
Jay and Silent Bob Strike Back,2001,104,22000000,6.9,24211,0,0,1,0,0,0,0,Comedy
Jeepers Creepers,2001,90,10000000,5.4,10973,0,0,0,1,0,0,0,Drama
Jeepers Creepers II,2003,104,25000000,5.2,4069,0,0,0,0,0,0,0,0
Jefferson in Paris,1995,139,14000000,5.6,665,0,0,0,1,0,0,0,Drama
Jelly Pilgrim,2004,4,60000,2,6,0,1,0,0,0,0,1,Animation
Jennifer's Shadow,2004,96,1000000,5.1,17,0,0,0,0,0,0,0,0
Jerry Maguire,1996,139,50000000,7.3,34623,0,0,1,1,0,1,0,Comedy
Jerry and Tom,1998,106,5000000,6.7,447,0,0,1,1,0,0,0,Comedy
Jersey Girl,2004,102,35000000,6.4,6853,0,0,1,1,0,0,0,Comedy
Jesse James,1939,106,1600000,7.1,373,0,0,0,0,0,0,0,0
Jesus,1979,117,6000000,5.9,316,0,0,0,1,0,0,0,Drama
Jesus' Son,1999,107,2500000,6.9,2291,0,0,0,1,0,0,0,Drama
Jet Attack,1958,68,100000,3.4,32,0,0,0,1,0,0,0,Drama
Jezebel,1938,104,1250000,7.4,1163,0,0,0,1,0,0,0,Drama
Jim the World's Greatest,1976,94,100000,5,13,0,0,0,1,0,0,0,Drama
Jimmy Hollywood,1994,112,20000000,5.3,749,0,0,1,1,0,0,0,Comedy
Jimmy Neutron: Boy Genius,2001,84,25000000,6,2280,0,1,1,0,0,0,0,Animation
"Jimmy Show, The",2001,99,1000000,4.6,145,0,0,1,1,0,0,0,Comedy
Jing Gai'er,2004,108,700000,8.9,14,0,0,1,0,0,0,0,Comedy
Jing cha gu shi III: Chao ji jing cha,1992,95,900000,6.7,2024,1,0,1,0,0,0,0,Action
Jing wu men,1972,107,100000,6.7,1667,1,0,0,1,0,0,0,Action
Jingle All the Way,1996,88,60000000,4.7,6246,1,0,1,0,0,0,0,Action
Jisatsu saakuru,2002,99,250000,6.8,1311,0,0,0,0,0,0,0,0
Jitterbugs,1943,75,310600,5.7,74,0,0,1,0,0,0,0,Comedy
"Jitters, The",1989,95,475000,2.5,27,1,0,0,0,0,0,0,Action
Jizda,1994,90,30000,7.5,196,0,0,1,1,0,1,0,Comedy
Joan the Woman,1917,138,302976,7.2,56,0,0,0,1,0,0,0,Drama
Joe,1970,102,106000,6.6,361,0,0,0,1,0,0,0,Drama
Joe Dirt,2001,91,16000000,5.1,5514,0,0,1,0,0,1,0,Comedy
Joe Somebody,2001,98,38000000,5.5,1937,0,0,1,1,0,1,0,Comedy
Joe's Apartment,1996,80,13000000,5,2169,0,0,1,0,0,0,0,Comedy
John Boorman Stole My Screenplay,2004,3,2000,2.8,5,0,0,1,0,0,0,1,Comedy
"John Goldfarb, Please Come Home",1965,96,4000000,4.8,170,0,0,1,0,0,0,0,Comedy
John Johnson's Shadowhunters,2004,92,2000,6,5,0,0,0,0,0,0,0,0
John Q,2002,116,36000000,6.4,8952,0,0,0,1,0,0,0,Drama
Johnny English,2003,87,35000000,5.6,8125,1,0,1,0,0,0,0,Action
Johnny Firecloud,1975,94,200000,5.1,34,0,0,0,1,0,0,0,Drama
Johnny Mnemonic,1995,96,26000000,4.7,8258,1,0,0,0,0,0,0,Action
Johnny Suede,1991,97,500000,5.8,594,0,0,1,0,0,1,0,Comedy
Johnson Family Vacation,2004,97,12000000,3.6,955,0,0,1,0,0,0,0,Comedy
Jonah: A VeggieTales Movie,2002,82,15000000,6.2,810,0,1,1,0,0,0,0,Animation
Jonathan Livingston Seagull,1973,120,1500000,4.6,250,0,0,0,1,0,0,0,Drama
Josh Jarman,2004,96,1300000,5.4,21,0,0,1,0,0,0,0,Comedy
Josh and S.A.M.,1993,89,18000000,5.2,281,0,0,1,1,0,0,0,Comedy
Josie and the Pussycats,2001,98,22000000,5.2,4508,0,0,1,0,0,0,0,Comedy
"Journey of Jared Price, The",2000,96,30000,5.8,155,0,0,0,1,0,0,0,Drama
Journey to the Seventh Planet,1962,83,74600,4.2,124,0,0,0,0,0,0,0,0
Joy,1983,102,2000000,5,49,0,0,0,1,0,0,0,Drama
Joy Ride,2001,97,23000000,6.6,8132,0,0,0,0,0,0,0,0
Judge Dredd,1995,96,90000000,4.6,9979,1,0,0,0,0,0,0,Action
Judgment,2001,105,11000000,4.6,106,0,0,0,1,0,0,0,Drama
Judgment at Nuremberg,1961,186,3000000,8.2,3336,0,0,0,1,0,0,0,Drama
Judith of Bethulia,1914,61,36000,6.9,47,0,0,0,1,0,0,0,Drama
Jui kuen II,1994,99,2000000,7.5,4628,1,0,1,0,0,0,0,Action
Julie Walking Home,2002,118,5000000,7.3,190,0,0,0,1,0,1,0,Drama
Jumanji,1995,104,65000000,6,14874,1,0,1,0,0,0,0,Action
Junebug and Hurricane,2004,9,26000,6.5,18,0,0,0,1,0,0,1,Drama
Jung (War) in the Land of the Mujaheddin,2001,114,275000,8,27,0,0,0,0,1,0,0,Documentary
"Jungle Book 2, The",2003,72,20000000,5.2,764,0,1,0,0,0,0,0,Animation
"Jungle Book, The",1994,111,27000000,5.9,1692,0,0,0,0,0,1,0,Romance
Jungle Fever,1991,132,14000000,6.4,2829,0,0,0,1,0,1,0,Drama
"Jungle Princess, The",1936,85,300000,7.2,22,0,0,0,0,0,0,0,0
Junior,1985,80,350000,4.1,57,0,0,0,0,0,0,0,0
Jurassic Park,1993,127,63000000,7.4,57473,1,0,0,0,0,0,0,Action
Jurassic Park III,2001,92,93000000,5.6,20690,1,0,0,0,0,0,0,Action
"Jurk, De",1996,95,2650000,6.8,274,0,0,1,1,0,0,0,Comedy
"Juror, The",1996,118,44000000,5.3,2920,0,0,0,1,0,0,0,Drama
Just Add Pepper,2002,90,75000,5.1,6,0,0,1,0,0,1,0,Comedy
Just Imagine,1930,109,250000,5.6,94,0,0,0,0,0,0,0,0
Just Looking,1999,97,3000000,6.2,436,0,0,1,0,0,0,0,Comedy
Just Visiting,2001,93,40000000,5.6,2212,0,0,1,0,0,0,0,Comedy
Just the Ticket,1999,115,12000000,5.5,610,0,0,1,0,0,1,0,Comedy
Juwanna Mann,2002,91,15600000,3.9,885,0,0,1,0,0,0,0,Comedy
K-19: The Widowmaker,2002,140,100000000,6.6,8292,0,0,0,1,0,0,0,Drama
K-PAX,2001,120,48000000,7.2,17235,0,0,0,1,0,0,0,Drama
Kafka,1991,92,11000000,6.9,1751,0,0,0,1,0,0,0,Drama
Kagemusha,1980,162,6000000,7.9,3536,0,0,0,1,0,0,0,Drama
Kalifornia,1993,118,9000000,6.6,8113,0,0,0,0,0,0,0,0
Kama Sutra: A Tale of Love,1996,114,3000000,5.5,1491,0,0,0,1,0,1,0,Drama
Kangaroo Jack,2003,89,60000000,3.9,3661,0,0,1,0,0,0,0,Comedy
Kansas City,1996,116,19000000,5.8,1077,0,0,0,1,0,0,0,Drama
Karakter,1997,122,4500000,7.7,2687,0,0,0,1,0,0,0,Drama
Kate & Leopold,2001,123,48000000,6.3,8060,0,0,1,0,0,1,0,Comedy
"Kayitz Shel Aviya, Ha-",1988,95,350000,7.3,57,0,0,0,1,0,0,0,Drama
"Kaze, Ghost Warrior",2004,23,5000,7.4,14,1,1,0,1,0,0,1,Action
Keane,2004,100,850000,6.3,34,0,0,0,1,0,0,0,Drama
"Keep, The",1983,96,6000000,5.4,1217,0,0,0,0,0,0,0,0
Keeper of the Past,2005,18,30000,9.9,7,0,0,0,0,0,0,1,Short
"Keeper, The",2004,95,4000000,4.5,151,0,0,0,1,0,0,0,Drama
Keeping the Faith,2000,128,30000000,6.8,11351,0,0,1,1,0,1,0,Comedy
Kejar Amerika,2004,86,100000,6.7,19,0,0,0,0,0,0,0,0
"Kentucky Fried Movie, The",1977,90,600000,6.4,3756,0,0,1,0,0,0,0,Comedy
Key West: City of Colors,2004,64,90000,8.4,5,0,0,0,0,1,0,0,Documentary
"Keyhole, The",1933,69,169000,6.3,50,0,0,1,1,0,1,0,Comedy
"Keys of the Kingdom, The",1944,137,3000000,6.8,197,0,0,0,1,0,0,0,Drama
Khwaab,2004,86,75000,8,5,0,0,0,1,0,0,0,Drama
Kicked in the Head,1997,87,4000000,4.2,271,0,0,1,1,0,0,0,Comedy
"Kid from Borneo, The",1933,18,21500,8,65,0,0,1,0,0,0,1,Comedy
"Kid, The",1921,54,250000,8.2,2687,0,0,1,1,0,0,0,Comedy
"Kid, The",2000,104,65000000,6.1,5418,0,0,1,1,0,0,0,Comedy
Kids,1995,91,1500000,6.6,9099,0,0,0,1,0,0,0,Drama
"Kids Are Alright, The",1979,101,2000000,7.6,753,0,0,0,0,1,0,0,Documentary
Kiki,1931,87,810568,6.8,6,0,0,0,0,0,0,0,0
Kill Bill: Vol. 1,2003,111,55000000,8.3,65026,1,0,0,1,0,0,0,Action
Kill Bill: Vol. 2,2004,136,30000000,8.3,44189,1,0,0,1,0,0,0,Action
Kill Me Again,1989,94,4000000,6.2,643,0,0,0,1,0,0,0,Drama
Kill the Scream Queen,2004,74,5000,1.3,5,0,0,0,0,0,0,0,0
Killer Bean 2: The Party,2000,7,2800,7,110,1,1,1,0,0,0,1,Action
"Killer Eye, The",1999,72,400000,2.2,210,0,0,0,0,0,0,0,0
Killer Klowns from Outer Space,1988,88,2000000,5.3,2702,0,0,1,0,0,0,0,Comedy
"Killer Shrews, The",1959,69,123000,3.3,403,0,0,0,0,0,0,0,0
Killer of Sheep,1977,83,100000,7.5,100,0,0,0,0,0,0,0,0
Killer's Kiss,1955,67,75000,6.6,1871,0,0,0,1,0,0,0,Drama
Killers,1996,90,100000,6.3,219,0,0,0,0,0,0,0,0
Killers,1997,86,100000,2.8,127,1,0,0,0,0,0,0,Action
"Killing Box, The",1993,80,1200000,4,127,0,0,0,0,0,0,0,0
Killing Kevin,2004,22,20000,8,6,0,0,1,1,0,0,1,Comedy
Killing Me Softly,2002,104,25000000,5.4,1771,0,0,0,1,0,0,0,Drama
Killing Spree,1987,90,75000,3.6,53,0,0,0,0,0,0,0,0
Killing Zoe,1994,99,1500000,6.2,4834,0,0,0,0,0,0,0,0
"Killing, The",1956,85,320000,8.1,6980,0,0,0,1,0,0,0,Drama
Kimberly,1999,106,2000000,5.3,231,0,0,1,0,0,1,0,Comedy
King & Country,1964,89,300000,7.9,144,0,0,0,1,0,0,0,Drama
King Arthur,2004,140,90000000,6,14272,1,0,0,1,0,0,0,Action
King Kong,1933,100,670000,7.9,10301,0,0,0,0,0,0,0,0
King Kong,1976,134,24000000,5.3,3181,0,0,1,0,0,1,0,Comedy
King Richard and the Crusaders,1954,114,3000000,5.3,71,0,0,0,0,0,0,0,0
King Solomon's Mines,1985,100,12500000,4.4,1662,1,0,1,0,0,0,0,Action
"King of Comedy, The",1983,109,20000000,7.5,6189,0,0,1,1,0,0,0,Comedy
"King of Jazz, The",1930,105,2000000,6.8,60,0,0,0,0,0,0,0,0
"King of Kings, The",1927,155,2500000,7.9,178,0,0,0,1,0,0,0,Drama
King of the Hill,1972,18,45000,9.6,5,0,0,0,0,0,0,1,Short
King of the Hill,1993,109,8000000,7.4,1233,0,0,0,1,0,0,0,Drama
King of the Mountain,1981,90,2000000,4.1,49,0,0,0,1,0,0,0,Drama
Kingdom of Heaven,2005,145,130000000,7,6498,1,0,0,1,0,0,0,Action
Kingdom of the Spiders,1977,97,500000,5.4,484,0,0,0,0,0,0,0,0
Kingdom of the Vampire,1991,70,2500,6.6,7,0,0,0,0,0,0,0,0
Kingpin,1996,117,25000000,6.6,10643,0,0,1,0,0,0,0,Comedy
"Kinky Coaches and the Pom Pom Pussycats, The",1981,91,2500000,1.9,16,0,0,1,0,0,0,0,Comedy
Kinsey,2004,118,11000000,7.6,3225,0,0,0,1,0,0,0,Drama
Kismet,1944,100,3000000,6.2,105,0,0,0,0,0,0,0,0
Kismet,1955,113,2692960,5.8,205,0,0,1,0,0,1,0,Comedy
Kiss & Tell,1996,96,1000000,5.7,68,0,0,0,1,0,0,0,Drama
"Kiss Me, Stupid",1964,125,3500000,7,712,0,0,1,0,0,0,0,Comedy
Kiss of the Dragon,2001,98,25000000,6.2,7887,1,0,0,1,0,0,0,Action
Kiss of the Tarantula,1976,85,200000,3.8,22,0,0,0,0,0,0,0,0
"Kiss on the Nose, A",2004,13,25000,9.5,11,0,0,0,1,0,0,1,Drama
Kiss or Kill,1997,96,2000000,6.2,590,0,0,0,0,0,0,0,0
Kiss the Blood Off My Hands,1948,79,1100000,5.9,58,0,0,0,0,0,0,0,0
Kiss the Girls,1997,111,27000000,6.4,9041,0,0,0,1,0,0,0,Drama
Kiss the Sky,1999,107,6000000,5.6,263,0,0,0,0,0,1,0,Romance
"Kiss, The",1929,89,257000,6.3,90,0,0,0,1,0,1,0,Drama
"Kiss, The",2004,25,6000,5.8,5,0,0,0,0,0,0,1,Short
Kissin' Cousins,1964,96,800000,4.3,262,0,0,0,0,0,0,0,0
Kissing Jessica Stein,2001,97,1000000,7,4236,0,0,1,0,0,1,0,Comedy
"Klansman, The",1974,112,5000000,4.3,130,1,0,0,1,0,0,0,Action
"Knack, The",1965,84,364000,6.7,364,0,0,1,0,0,0,0,Comedy
"Knight's Tale, A",2001,132,41000000,6.5,15006,1,0,1,0,0,0,0,Action
Knock Off,1998,91,35000000,3.8,1947,1,0,0,0,0,0,0,Action
"Kohav Ha'Kahol, Ha-",1995,86,100000,7.2,26,0,0,0,0,0,0,0,0
Konga,1961,90,500000,3.1,122,0,0,0,0,0,0,0,0
Kontroll,2003,107,500000,7.8,1174,0,0,0,0,0,0,0,0
Korea,1995,87,500000,6.2,32,0,0,0,0,0,0,0,0
Krasnaya palatka,1971,121,10000000,5.9,202,0,0,0,0,0,0,0,0
Krokus: As Long as We Live,2004,82,200000,7.3,7,0,0,0,0,1,0,0,Documentary
Kronos,1957,78,160000,5.4,250,0,0,0,0,0,0,0,0
Kruimeltje,1999,119,5000000,6.7,224,0,0,0,1,0,0,0,Drama
Krush Groove,1985,97,3000000,5.5,253,0,0,0,1,0,0,0,Drama
Kundun,1997,128,28000000,7.1,4306,0,0,0,1,0,0,0,Drama
Kung Pow: Enter the Fist,2002,82,10000000,5.1,5871,1,0,1,0,0,0,0,Action
